16 17 8
16 18 8
16 19 8
16 20 15
17 1 8
17 2 8
17 3 15
17 4 15
17 5 8
17 6 8
17 7 8
17 8 8
17 9 8
17 10 15
17 11 15
17 12 8
17 13 8
17 14 15
17 15 8
17 16 8
17 17 99999
17 18 8
17 19 8
17 20 15
18 1 8
18 2 8
18 3 15
18 4 15
18 5 8
18 6 8
18 7 8
18 8 8
18 9 8
18 10 15
18 11 15
18 12 8
18 13 8
18 14 15
18 15 8
18 16 8
18 17 8
18 18 99999
18 19 8
18 20 15
19 1 8
19 2 8
19 3 15
19 4 15
19 5 8
19 6 8
19 7 8
19 8 8
19 9 8
19 10 15
19 11 15
19 12 8
19 13 8
19 14 15
19 15 8
19 16 8
19 17 8
19 18 8
19 19 99999
19 20 15
20 1 15
20 2 15
20 3 3
20 4 3
20 5 15
20 6 15
20 7 15
20 8 15
20 9 15
20 10 3
20 11 3
20 12 15
20 13 15
20 14 3
20 15 15
20 16 15
20 17 15
20 18 15
20 19 15
20 20 99999
;
