15 7 15
15 8 15
15 9 15
15 10 15
15 11 3
15 12 3
15 13 15
15 14 15
15 15 99999
15 16 3
15 17 15
15 18 15
15 19 15
15 20 15
16 1 3
16 2 3
16 3 15
16 4 15
16 5 15
16 6 15
16 7 15
16 8 15
16 9 15
16 10 15
16 11 3
16 12 3
16 13 15
16 14 15
16 15 3
16 16 99999
16 17 15
16 18 15
16 19 15
16 20 15
17 1 15
17 2 15
17 3 8
17 4 8
17 5 8
17 6 8
17 7 8
17 8 8
17 9 8
17 10 8
17 11 15
17 12 15
17 13 8
17 14 8
17 15 15
17 16 15
17 17 99999
17 18 8
17 19 8
17 20 8
18 1 15
18 2 15
18 3 8
18 4 8
18 5 8
18 6 8
18 7 8
18 8 8
18 9 8
18 10 8
18 11 15
18 12 15
18 13 8
18 14 8
18 15 15
18 16 15
18 17 8
18 18 99999
18 19 8
18 20 8
19 1 15
19 2 15
19 3 8
19 4 8
19 5 8
19 6 8
19 7 8
19 8 8
19 9 8
19 10 8
19 11 15
19 12 15
19 13 8
19 14 8
19 15 15
19 16 15
19 17 8
19 18 8
19 19 99999
19 20 8
20 1 15
20 2 15
20 3 8
20 4 8
20 5 8
20 6 8
20 7 8
20 8 8
20 9 8
20 10 8
20 11 15
20 12 15
20 13 8
20 14 8
20 15 15
20 16 15
20 17 8
20 18 8
20 19 8
20 20 99999
;
